"code UAI";"n° SIRET";"type d'établissement";nom;sigle;statut;tutelle;université;"boîte postale";adresse;CP;commune;"commune (COG)";cedex;téléphone;arrondissement;département;académie;région;"région (COG)";"longitude (X)";"latitude (Y)";"début portes ouvertes";"fin portes ouvertes";"commentaires portes ouvertes";"lien site onisep.fr"
0631800P;;"Unité de formation et de recherche";"UFR de psychologie, sciences sociales, sciences de l'éducation";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Clermont Auvergne";;"34 avenue Carnot";63037;Clermont-Ferrand;63113;"Cedex 01";"04 73 40 64 63";;Puy-de-Dôme;Clermont-Ferrand;Auvergne-Rhône-Alpes;84;3.0923301;45.7762923;03/03/2018;03/03/2018;"9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/1956
0511903S;;"Unité de formation et de recherche";"UFR de sciences économiques et gestion";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Reims Champagne-Ardenne";;"57 bis rue Pierre Taittinger";51096;Reims;51454;Cedex;"03 26 91 38 16";;Marne;Reims;Grand-Est;44;4.0047386;49.2368385;17/02/2018;17/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/2036
0491613M;;"Unité de formation et de recherche";"UFR de sciences pharmaceutiques et d'ingénierie de la santé";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université d'Angers";;"16 boulevard Daviers";49045;Angers;49007;"Cedex 01";"02 41 22 66 00";;Maine-et-Loire;Nantes;"Pays de la Loire";52;-0.5592112;47.4792669;17/02/2018;17/02/2018;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/2145
0692429R;;"Unité de formation et de recherche";"Institut de psychologie";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Lumière - Lyon 2";;"5 avenue Pierre Mendès-France";69500;Bron;69029;;"04 78 77 43 02";;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.9149924;45.7229341;;;;www.onisep.fr/http/redirection/etablissement/identifiant/2185
0311245K;;"Unité de formation et de recherche";"Faculté de philosophie de l'Institut Catholique de Toulouse";;"Privé sous contrat";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Institut catholique de Toulouse";;"31 rue de la Fonderie";31068;Toulouse;31555;Cedex;"05 61 36 89 66";;Haute-Garonne;Toulouse;Occitanie;76;1.4431101;43.5954233;;;;www.onisep.fr/http/redirection/etablissement/identifiant/2291
0671878C;;"Unité de formation et de recherche";"Faculté des sciences sociales";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Strasbourg";;"22 rue Descartes";67084;Strasbourg;67482;Cedex;"03 68 85 67 49";;Bas-Rhin;Strasbourg;Grand-Est;44;7.7649796;48.5790037;17/02/2018;17/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/2465
9720538C;;"Unité de formation et de recherche";"Faculté des lettres et sciences humaines";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université des Antilles";"BP 7207";"Campus universitaire";97275;Schoelcher;97229;Cedex;"05 96 72 74 50";;Martinique;Martinique;Martinique;2;-61.1024569;14.6245877;;;;www.onisep.fr/http/redirection/etablissement/identifiant/2547
0596162C;;"Unité de formation et de recherche";"Faculté de droit - Institut catholique de Lille";FD;"Privé reconnu";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Institut catholique de Lille";;"58 rue du Port";59046;Lille;59350;Cedex;"03 20 13 41 00";;Nord;Lille;Hauts-de-France;32;3.045351;50.632535;02/12/2017;02/12/2017;"de 10h à 17h, également le 3 février et le 17 mars 2018. Journées d'immersion pour les terminales le 22 novembre et le 21 février 2018";www.onisep.fr/http/redirection/etablissement/identifiant/2675
0801504A;;"Unité de formation et de recherche";"UFR de langues et cultures étrangères";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Picardie Jules Verne Amiens";;"Chemin du Thil";80025;Amiens;80021;"Cedex 01";"03 22 82 73 73";;Somme;Amiens;Hauts-de-France;32;2.2670624;49.8762758;17/02/2018;17/02/2018;"de 9h30 à 16h30";www.onisep.fr/http/redirection/etablissement/identifiant/2831
0442018E;;"Unité de formation et de recherche";"Institut de préparation à l'administration générale";IPAG;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Nantes";;"Chemin de la Censive du Tertre";44313;Nantes;44109;"Cedex 03";"02 40 14 16 11";;Loire-Atlantique;Nantes;"Pays de la Loire";52;-1.5518377;47.2453757;10/02/2018;10/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/2864
0422084M;;"Unité de formation et de recherche";"UFR de droit";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Jean Monnet Saint-Etienne";;"2 rue Tréfilerie";42023;Saint-Etienne;42218;"Cedex 2";"04 77 42 13 60";;Loire;Lyon;Auvergne-Rhône-Alpes;84;4.392603;45.426401;;;;www.onisep.fr/http/redirection/etablissement/identifiant/2947
0753403S;;"Unité de formation et de recherche";"Institut des hautes études internationales";IHEI;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Panthéon-Assas";;"12 place du Panthéon";75005;Paris;75105;;"01 44 41 55 50";05;Paris;Paris;Ile-de-France;11;2.345011;48.846747;;;;www.onisep.fr/http/redirection/etablissement/identifiant/3053
0830873Y;;"Unité de formation et de recherche";"UFR de sciences et techniques";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Toulon";;"Avenue de l'Université";83130;"La Garde";83062;;"04 94 14 23 74";;Var;Nice;"Provence-Alpes-Côte d'Azur";93;6.01951;43.136443;17/02/2018;17/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/3104
0251287N;;"Unité de formation et de recherche";"UFR des sciences du langage, de l'Homme et de la société";"UFR SLHS";Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Franche-Comté";;"30 rue Mégevand";25030;Besançon;25056;Cedex;"03 81 66 53 10";;Doubs;Besançon;Bourgogne-Franche-Comté;27;6.0248862;47.2349552;27/01/2018;27/01/2018;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/3329
0922441D;;"Unité de formation et de recherche";"UFR Psychologie - Institut de psychologie";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Paris Descartes";;"71 avenue Edouard Vaillant";92100;Boulogne-Billancourt;92012;;"01 55 20 58 58";;Hauts-de-Seine;Versailles;Ile-de-France;11;2.247424;48.834723;;;;www.onisep.fr/http/redirection/etablissement/identifiant/3495
0762052T;;"Unité de formation et de recherche";"UFR des sciences et techniques";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Le Havre Normandie";"CS 80540";"25 rue Philippe Lebon";76058;"Le Havre";76351;Cedex;"02 32 74 43 00";;Seine-Maritime;Rouen;Normandie;28;0.129004;49.4958179;17/02/2018;17/02/2018;"de 10h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/3593
0753434A;;"Unité de formation et de recherche";"Département : didactique du français langue étrangère";DFLE;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de la Sorbonne Nouvelle";;"13 rue Santeuil";75005;Paris;75105;;"01 45 87 78 08 / 79 07 / 41 22";05;Paris;Paris;Ile-de-France;11;2.3542735;48.8401931;;;;www.onisep.fr/http/redirection/etablissement/identifiant/3605
0492137G;;"Unité de formation et de recherche";"Domaine universitaire choletais université d'Angers";ESTHUA;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université d'Angers";"BP 207";"Boulevard Pierre Lecoq";49302;Cholet;49099;Cedex;"02 41 22 69 50";;Maine-et-Loire;Nantes;"Pays de la Loire";52;-0.8676496;47.050553;17/02/2018;17/02/2018;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/3718
0572536X;;"Unité de formation et de recherche";"UFR Droit, économie et administration";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Lorraine";;"Ile du Saulcy";57045;Metz;57463;"Cedex 01";"03 72 74 76 00";;Moselle;Nancy-Metz;Grand-Est;44;6.161238;49.121207;17/02/2018;17/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/3833
0631887J;;"Unité de formation et de recherche";"Institut d'études judiciaires UFR droit et science politique";IEJ;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Clermont Auvergne";"BP 54";"41 Boulevard François Mitterrand";63002;Clermont-Ferrand;63113;Cedex;"04 73 17 76 03";;Puy-de-Dôme;Clermont-Ferrand;Auvergne-Rhône-Alpes;84;3.0863503;45.7707643;;;;www.onisep.fr/http/redirection/etablissement/identifiant/3942
0251290S;;"Unité de formation et de recherche";"UFR de sciences juridiques économiques politiques et gestion";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Franche-Comté";;"Avenue de l'Observatoire";25030;Besançon;25056;Cedex;"03 81 66 67 32";;Doubs;Besançon;Bourgogne-Franche-Comté;27;5.9928555;47.247291;27/01/2018;27/01/2018;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/4109
0921436L;;"Unité de formation et de recherche";"UFR de sciences psychologiques, sciences de l'éducation";"UFR SPSE";Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Paris Nanterre";;"200 avenue de la République";92001;Nanterre;92050;;"01 40 97 75 14";;Hauts-de-Seine;Versailles;Ile-de-France;11;2.208814;48.90474;;;;www.onisep.fr/http/redirection/etablissement/identifiant/4165
0751997N;;"Unité de formation et de recherche";"UFR de sociologie et d'informatique pour les sciences humaines (Master)";"UFR ISHA";Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Sorbonne université";;"28 rue Serpente";75006;Paris;75106;;"01 53 10 58 30";06;Paris;Paris;Ile-de-France;11;2.328187;48.846311;;;;www.onisep.fr/http/redirection/etablissement/identifiant/4332
0492139J;;"Unité de formation et de recherche";"ESTHUA tourisme et culture site d'Angers";ESTHUA;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université d'Angers";;"7 allée François Mitterrand";49004;Angers;49007;;"02 44 68 81 00";;Maine-et-Loire;Nantes;"Pays de la Loire";52;-0.5504941;47.4776111;17/02/2018;17/02/2018;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/4380
0640219R;;"Unité de formation et de recherche";"UFR de lettres, langues et sciences humaines, sport";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Pau et Pays de l'Adour";"BP 1160";"Avenue du Doyen Poplawski";64013;Pau;64445;Cedex;"05 59 40 72 17";;Pyrénées-Atlantiques;Bordeaux;Nouvelle-Aquitaine;75;-0.3684184;43.3162097;27/01/2018;27/01/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/4498
0596039U;;"Unité de formation et de recherche";"Faculté de Droit Alexis de Tocqueville";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université d'Artois";;"Rue d'Esquerchin";59500;Douai;59178;;"03 27 94 50 50";;Nord;Lille;Hauts-de-France;32;3.0711755;50.3712978;10/02/2018;10/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/4666
0050609K;;"Unité de formation et de recherche";"pôle universitaire - antenne de Gap";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Aix-Marseille Université";;"Rue Jean Bayard";5000;Gap;05061;;"04 92 53 27 55";;Hautes-Alpes;Aix-Marseille;"Provence-Alpes-Côte d'Azur";93;6.0789456;44.5620429;;;;www.onisep.fr/http/redirection/etablissement/identifiant/4736
0596341X;;"Unité de formation et de recherche";"Faculté des sciences et des métiers du sport";FSMS;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Valenciennes et du Hainaut Cambrésis";;"Le Mont Houy";59313;Valenciennes;59606;"Cedex 09";"03 27 51 15 92";;Nord;Lille;Hauts-de-France;32;3.5163862;50.3264978;10/02/2018;10/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/4827
0693681B;;"Unité de formation et de recherche";"Faculté des sciences et technologies - Département génie électrique et des procédés";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Claude Bernard - Lyon 1";;"43 boulevard du 11 novembre 1918";69622;Villeurbanne;69266;Cedex;"04 72 44 85 82";;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.8670887;45.7789354;;;;www.onisep.fr/http/redirection/etablissement/identifiant/4954
0595873N;;"Unité de formation et de recherche";"Centre de gestion universitaire de la Citadelle";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université du Littoral Côte d'Opale";"BP 5526";"220 avenue de l'Université";59379;Dunkerque;59183;Cedex;"03 28 23 70 00";;Nord;Lille;Hauts-de-France;32;2.370531;51.038048;10/02/2018;10/02/2018;"de 9h à 16h30";www.onisep.fr/http/redirection/etablissement/identifiant/5012
0751958W;;"Unité de formation et de recherche";"UFR 10 Philosophie";"UFR 10";Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Panthéon-Sorbonne";;"17 rue de la Sorbonne";75005;Paris;75105;;"01 40 46 27 36";05;Paris;Paris;Ile-de-France;11;2.343;48.84884;;;;www.onisep.fr/http/redirection/etablissement/identifiant/5162
0311243H;;"Unité de formation et de recherche";"Faculté de théologie institut catholique de Toulouse";;"Privé sous contrat";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Institut catholique de Toulouse";;"8 place du Parlement";31068;Toulouse;31555;Cedex;"05 61 53 96 02";;Haute-Garonne;Toulouse;Occitanie;76;1.4441797;43.5935865;;;;www.onisep.fr/http/redirection/etablissement/identifiant/5197
0382862E;;"Unité de formation et de recherche";"Institut d'études judiciaires";IEJ;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Grenoble Alpes";"BP 47";"73 avenue des universités";38040;Grenoble;38185;"Cedex 09";"04 76 82 58 03";;Isère;Grenoble;Auvergne-Rhône-Alpes;84;5.769631;45.188072;;;;www.onisep.fr/http/redirection/etablissement/identifiant/5249
0912143K;;"Unité de formation et de recherche";"UFR de sciences fondamentales et appliquées";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université d'Evry-Val-d'Essonne";;"rue du Père André Jarlan";91025;Evry;91228;Cedex;"01 69 47 01 80";;Essonne;Versailles;Ile-de-France;11;2.426515;48.623842;;;;www.onisep.fr/http/redirection/etablissement/identifiant/5443
0381988E;;"Unité de formation et de recherche";"Faculté d'économie de Grenoble";"FAC ECO";Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Grenoble Alpes";;"1241 rue des résidences";38040;Saint-Martin-d'Hères;38421;;"04 76 82 54 58";;Isère;Grenoble;Auvergne-Rhône-Alpes;84;5.769767;45.1888254;30/01/2018;30/01/2018;"de 9h à 16 (journée du lycéen-campus de Saint Martin d'Hères)";www.onisep.fr/http/redirection/etablissement/identifiant/5540
0754734N;;"Unité de formation et de recherche";"Département : langues étrangères appliquées";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de la Sorbonne Nouvelle";;"13 rue Santeuil";75005;Paris;75105;;"01 45 87 40 77 / 42 36 / 78 77";05;Paris;Paris;Ile-de-France;11;2.354249;48.840195;;;;www.onisep.fr/http/redirection/etablissement/identifiant/5777
0772444N;;"Unité de formation et de recherche";"UFR droit, économie, gestion (cycle licence) - Centre Melun";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Panthéon-Assas";;"19 rue du Château";77000;Melun;77288;;"01 64 79 72 39";;Seine-et-Marne;Créteil;Ile-de-France;11;2.65628;48.536794;;;;www.onisep.fr/http/redirection/etablissement/identifiant/5810
0595875R;;"Unité de formation et de recherche";"ISTV - Institut des sciences et techniques de Valenciennes campus de Maubeuge";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Valenciennes et du Hainaut Cambrésis";;"Boulevard du Général de Gaulle";59600;Maubeuge;59392;;"03 27 53 17 79";;Nord;Lille;Hauts-de-France;32;4.0098209;50.287744;10/02/2018;10/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/5945
0830872X;;"Unité de formation et de recherche";"UFR de droit";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Toulon";"BP 1416";"35 avenue A Daudet";83056;Toulon;83137;Cedex;"04 94 46 75 00";;Var;Nice;"Provence-Alpes-Côte d'Azur";93;5.9386695;43.1215134;17/02/2018;17/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/6084
0341137B;;"Unité de formation et de recherche";"UFR2 de langues et cultures étrangères et régionales";"UFR2 UPVM3";Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université Paul Valéry Montpellier 3";"BP 5043";"Route de Mende";34199;Montpellier;34172;"Cedex 05";"04 67 14 23 42";;Hérault;Montpellier;Occitanie;76;3.8663644;43.6368173;14/03/2018;14/03/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/6238
0951931H;;"Unité de formation et de recherche";"UFR sciences et techniques";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Cergy-Pontoise";"BP 222";"2 avenue Adolphe Chauvin";95302;Cergy;95127;Cedex;"01 34 25 65 70";;Val-d'Oise;Versailles;Ile-de-France;11;2.0853689;49.0435715;;;;www.onisep.fr/http/redirection/etablissement/identifiant/6500
0142409T;;"Unité de formation et de recherche";"UFR Santé";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Caen Normandie";"CS 14032";"2 rue des Rochambelles";14032;Caen;14118;"Cedex 5";"02 31 56 82 00";;Calvados;Caen;Normandie;28;-0.354527;49.209224;10/02/2018;10/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/6631
0351574W;;"Unité de formation et de recherche";"Faculté de sciences économiques";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Université de Rennes 1";"CS 86514";"7 place Hoche";35065;Rennes;35238;Cedex;"02 23 23 35 45";;Ille-et-Vilaine;Rennes;Bretagne;53;-1.67622;48.1160407;10/02/2018;10/02/2018;"de 9h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/6729
